id,product_id,fact_type,fact_info
758,409,pede,"[{""calories"":297,""protein"":158,""fat"":264,""fiber"":33,""carbs"":321},{""calories"":376,""protein"":296,""fat"":113,""fiber"":234,""carbs"":78},{""calories"":219,""protein"":379,""fat"":67,""fiber"":310,""carbs"":151}]"
759,451,id,"[{""calories"":70,""protein"":197,""fat"":69,""fiber"":242,""carbs"":254},{""calories"":90,""protein"":25,""fat"":349,""fiber"":350,""carbs"":202},{""calories"":96,""protein"":230,""fat"":58,""fiber"":274,""carbs"":374},{""calories"":110,""protein"":75,""fat"":281,""fiber"":58,""carbs"":174},{""calories"":235,""protein"":366,""fat"":46,""fiber"":168,""carbs"":228}]"
760,664,ut,"[{""calories"":342,""protein"":388,""fat"":35,""fiber"":206,""carbs"":380},{""calories"":57,""protein"":7,""fat"":172,""fiber"":378,""carbs"":195},{""calories"":356,""protein"":18,""fat"":68,""fiber"":143,""carbs"":17},{""calories"":359,""protein"":88,""fat"":111,""fiber"":181,""carbs"":297},{""calories"":230,""protein"":354,""fat"":179,""fiber"":331,""carbs"":66}]"
761,714,tincidunt,"[{""calories"":303,""protein"":353,""fat"":185,""fiber"":159,""carbs"":205},{""calories"":335,""protein"":337,""fat"":31,""fiber"":58,""carbs"":15},{""calories"":325,""protein"":283,""fat"":48,""fiber"":292,""carbs"":324},{""calories"":66,""protein"":214,""fat"":217,""fiber"":112,""carbs"":203}]"
762,10,in,"[{""calories"":56,""protein"":354,""fat"":90,""fiber"":364,""carbs"":73}]"
763,681,congue,"[{""calories"":93,""protein"":291,""fat"":153,""fiber"":165,""carbs"":149},{""calories"":117,""protein"":166,""fat"":309,""fiber"":319,""carbs"":323}]"
764,741,aliquam,"[{""calories"":119,""protein"":137,""fat"":16,""fiber"":87,""carbs"":26},{""calories"":84,""protein"":400,""fat"":74,""fiber"":161,""carbs"":227},{""calories"":79,""protein"":272,""fat"":101,""fiber"":136,""carbs"":246},{""calories"":314,""protein"":115,""fat"":388,""fiber"":391,""carbs"":373}]"
765,178,ligula,"[{""calories"":380,""protein"":225,""fat"":51,""fiber"":210,""carbs"":53},{""calories"":327,""protein"":304,""fat"":192,""fiber"":167,""carbs"":397},{""calories"":336,""protein"":69,""fat"":252,""fiber"":188,""carbs"":20},{""calories"":294,""protein"":119,""fat"":84,""fiber"":254,""carbs"":384},{""calories"":97,""protein"":231,""fat"":336,""fiber"":352,""carbs"":42}]"
766,258,justo,"[{""calories"":238,""protein"":93,""fat"":373,""fiber"":3,""carbs"":97},{""calories"":246,""protein"":58,""fat"":201,""fiber"":8,""carbs"":88}]"
767,10,primis,"[{""calories"":277,""protein"":274,""fat"":128,""fiber"":317,""carbs"":217},{""calories"":51,""protein"":153,""fat"":97,""fiber"":175,""carbs"":22}]"
768,349,neque,"[{""calories"":214,""protein"":124,""fat"":85,""fiber"":381,""carbs"":62}]"
769,463,risus,"[{""calories"":382,""protein"":66,""fat"":353,""fiber"":350,""carbs"":88},{""calories"":187,""protein"":272,""fat"":285,""fiber"":357,""carbs"":191},{""calories"":310,""protein"":93,""fat"":165,""fiber"":128,""carbs"":334},{""calories"":331,""protein"":116,""fat"":385,""fiber"":372,""carbs"":146},{""calories"":209,""protein"":235,""fat"":182,""fiber"":87,""carbs"":8}]"
770,75,hac,[]
771,439,felis,"[{""calories"":196,""protein"":284,""fat"":276,""fiber"":394,""carbs"":138}]"
772,363,sapien,"[{""calories"":250,""protein"":69,""fat"":86,""fiber"":296,""carbs"":220},{""calories"":374,""protein"":135,""fat"":46,""fiber"":362,""carbs"":69},{""calories"":282,""protein"":264,""fat"":336,""fiber"":44,""carbs"":213},{""calories"":215,""protein"":311,""fat"":14,""fiber"":295,""carbs"":243}]"
773,577,suspendisse,"[{""calories"":195,""protein"":90,""fat"":35,""fiber"":197,""carbs"":106},{""calories"":136,""protein"":204,""fat"":286,""fiber"":181,""carbs"":249},{""calories"":75,""protein"":359,""fat"":310,""fiber"":270,""carbs"":126},{""calories"":87,""protein"":174,""fat"":23,""fiber"":104,""carbs"":290},{""calories"":119,""protein"":2,""fat"":383,""fiber"":373,""carbs"":47}]"
774,528,ac,"[{""calories"":220,""protein"":33,""fat"":85,""fiber"":240,""carbs"":290},{""calories"":307,""protein"":146,""fat"":216,""fiber"":111,""carbs"":81},{""calories"":91,""protein"":390,""fat"":139,""fiber"":192,""carbs"":144},{""calories"":344,""protein"":10,""fat"":261,""fiber"":59,""carbs"":40},{""calories"":24,""protein"":42,""fat"":39,""fiber"":340,""carbs"":338}]"
775,454,quisque,"[{""calories"":276,""protein"":329,""fat"":397,""fiber"":369,""carbs"":386},{""calories"":8,""protein"":209,""fat"":215,""fiber"":370,""carbs"":395},{""calories"":35,""protein"":136,""fat"":371,""fiber"":104,""carbs"":300}]"
776,435,id,"[{""calories"":216,""protein"":347,""fat"":73,""fiber"":142,""carbs"":209},{""calories"":167,""protein"":251,""fat"":324,""fiber"":222,""carbs"":391},{""calories"":115,""protein"":141,""fat"":228,""fiber"":144,""carbs"":310},{""calories"":12,""protein"":217,""fat"":78,""fiber"":144,""carbs"":160}]"
777,396,ultrices,[]
778,21,justo,"[{""calories"":57,""protein"":266,""fat"":359,""fiber"":87,""carbs"":190},{""calories"":45,""protein"":343,""fat"":40,""fiber"":241,""carbs"":45}]"
779,929,mollis,"[{""calories"":198,""protein"":213,""fat"":174,""fiber"":203,""carbs"":153},{""calories"":348,""protein"":392,""fat"":294,""fiber"":258,""carbs"":146},{""calories"":214,""protein"":253,""fat"":239,""fiber"":388,""carbs"":207},{""calories"":50,""protein"":68,""fat"":357,""fiber"":137,""carbs"":212}]"
780,234,nec,[]
781,712,sagittis,"[{""calories"":92,""protein"":18,""fat"":140,""fiber"":87,""carbs"":270}]"
782,913,in,"[{""calories"":51,""protein"":355,""fat"":100,""fiber"":381,""carbs"":126},{""calories"":225,""protein"":341,""fat"":318,""fiber"":182,""carbs"":34},{""calories"":118,""protein"":341,""fat"":351,""fiber"":333,""carbs"":379}]"
783,932,morbi,"[{""calories"":168,""protein"":63,""fat"":371,""fiber"":7,""carbs"":393},{""calories"":340,""protein"":8,""fat"":105,""fiber"":79,""carbs"":342},{""calories"":111,""protein"":280,""fat"":70,""fiber"":204,""carbs"":175}]"
784,325,enim,"[{""calories"":256,""protein"":218,""fat"":112,""fiber"":148,""carbs"":215},{""calories"":17,""protein"":107,""fat"":253,""fiber"":167,""carbs"":269},{""calories"":299,""protein"":160,""fat"":233,""fiber"":155,""carbs"":256}]"
785,846,risus,"[{""calories"":380,""protein"":104,""fat"":357,""fiber"":96,""carbs"":167},{""calories"":278,""protein"":140,""fat"":28,""fiber"":283,""carbs"":353},{""calories"":244,""protein"":75,""fat"":199,""fiber"":369,""carbs"":161}]"
786,775,est,"[{""calories"":352,""protein"":71,""fat"":173,""fiber"":77,""carbs"":267},{""calories"":275,""protein"":119,""fat"":79,""fiber"":69,""carbs"":293},{""calories"":244,""protein"":295,""fat"":20,""fiber"":94,""carbs"":351}]"
787,44,in,"[{""calories"":373,""protein"":340,""fat"":90,""fiber"":237,""carbs"":282},{""calories"":20,""protein"":394,""fat"":339,""fiber"":201,""carbs"":398}]"
788,799,tellus,"[{""calories"":12,""protein"":35,""fat"":312,""fiber"":398,""carbs"":121}]"
789,276,augue,"[{""calories"":231,""protein"":8,""fat"":6,""fiber"":203,""carbs"":312}]"
790,131,sem,[]
791,576,dui,[]
792,846,aenean,"[{""calories"":19,""protein"":34,""fat"":223,""fiber"":188,""carbs"":220},{""calories"":63,""protein"":292,""fat"":383,""fiber"":79,""carbs"":137},{""calories"":53,""protein"":20,""fat"":97,""fiber"":16,""carbs"":38},{""calories"":117,""protein"":399,""fat"":114,""fiber"":371,""carbs"":191}]"
793,972,justo,"[{""calories"":361,""protein"":191,""fat"":178,""fiber"":312,""carbs"":203},{""calories"":398,""protein"":142,""fat"":90,""fiber"":175,""carbs"":10},{""calories"":99,""protein"":59,""fat"":90,""fiber"":249,""carbs"":165},{""calories"":59,""protein"":287,""fat"":74,""fiber"":65,""carbs"":135},{""calories"":279,""protein"":176,""fat"":95,""fiber"":319,""carbs"":172}]"
794,479,nec,"[{""calories"":347,""protein"":123,""fat"":379,""fiber"":104,""carbs"":184},{""calories"":76,""protein"":318,""fat"":252,""fiber"":390,""carbs"":303}]"
795,304,elementum,"[{""calories"":72,""protein"":349,""fat"":222,""fiber"":109,""carbs"":336},{""calories"":177,""protein"":286,""fat"":148,""fiber"":262,""carbs"":75},{""calories"":169,""protein"":16,""fat"":112,""fiber"":104,""carbs"":342},{""calories"":262,""protein"":97,""fat"":88,""fiber"":218,""carbs"":347}]"
796,172,felis,"[{""calories"":331,""protein"":347,""fat"":92,""fiber"":193,""carbs"":68},{""calories"":133,""protein"":205,""fat"":321,""fiber"":151,""carbs"":220},{""calories"":1,""protein"":381,""fat"":243,""fiber"":4,""carbs"":54},{""calories"":100,""protein"":310,""fat"":50,""fiber"":262,""carbs"":180}]"
797,170,duis,[]
798,35,sed,[]
799,59,pede,"[{""calories"":79,""protein"":67,""fat"":281,""fiber"":301,""carbs"":288},{""calories"":337,""protein"":387,""fat"":272,""fiber"":347,""carbs"":348},{""calories"":254,""protein"":77,""fat"":358,""fiber"":79,""carbs"":132},{""calories"":193,""protein"":130,""fat"":326,""fiber"":248,""carbs"":173}]"
800,55,ut,"[{""calories"":154,""protein"":67,""fat"":319,""fiber"":29,""carbs"":70},{""calories"":31,""protein"":64,""fat"":75,""fiber"":182,""carbs"":275},{""calories"":154,""protein"":390,""fat"":368,""fiber"":3,""carbs"":343}]"
801,652,nisl,"[{""calories"":77,""protein"":326,""fat"":24,""fiber"":352,""carbs"":338},{""calories"":257,""protein"":290,""fat"":85,""fiber"":88,""carbs"":183},{""calories"":193,""protein"":313,""fat"":294,""fiber"":139,""carbs"":49},{""calories"":161,""protein"":65,""fat"":280,""fiber"":189,""carbs"":381}]"
802,119,maecenas,"[{""calories"":97,""protein"":80,""fat"":377,""fiber"":159,""carbs"":87},{""calories"":196,""protein"":167,""fat"":342,""fiber"":41,""carbs"":292},{""calories"":135,""protein"":266,""fat"":78,""fiber"":143,""carbs"":126}]"
803,206,a,[]
804,701,quam,"[{""calories"":308,""protein"":225,""fat"":168,""fiber"":315,""carbs"":129},{""calories"":215,""protein"":399,""fat"":183,""fiber"":201,""carbs"":127}]"
805,595,ut,"[{""calories"":336,""protein"":56,""fat"":136,""fiber"":258,""carbs"":376}]"
806,584,morbi,[]
807,972,nam,[]
808,331,quisque,"[{""calories"":266,""protein"":163,""fat"":285,""fiber"":112,""carbs"":26}]"
809,938,id,"[{""calories"":199,""protein"":32,""fat"":48,""fiber"":303,""carbs"":101},{""calories"":173,""protein"":167,""fat"":160,""fiber"":377,""carbs"":177}]"
810,193,faucibus,"[{""calories"":128,""protein"":228,""fat"":21,""fiber"":173,""carbs"":377}]"
811,171,consequat,"[{""calories"":128,""protein"":186,""fat"":90,""fiber"":16,""carbs"":334},{""calories"":110,""protein"":32,""fat"":38,""fiber"":115,""carbs"":139},{""calories"":104,""protein"":396,""fat"":110,""fiber"":106,""carbs"":259},{""calories"":30,""protein"":272,""fat"":117,""fiber"":268,""carbs"":393}]"
812,525,ac,"[{""calories"":131,""protein"":352,""fat"":316,""fiber"":332,""carbs"":23},{""calories"":321,""protein"":211,""fat"":195,""fiber"":1,""carbs"":272},{""calories"":349,""protein"":360,""fat"":90,""fiber"":125,""carbs"":313}]"
813,325,nulla,"[{""calories"":319,""protein"":101,""fat"":350,""fiber"":276,""carbs"":358},{""calories"":388,""protein"":107,""fat"":382,""fiber"":280,""carbs"":225}]"
814,482,placerat,"[{""calories"":281,""protein"":366,""fat"":81,""fiber"":44,""carbs"":39},{""calories"":217,""protein"":32,""fat"":17,""fiber"":311,""carbs"":149}]"
815,134,rhoncus,"[{""calories"":107,""protein"":189,""fat"":30,""fiber"":112,""carbs"":330},{""calories"":175,""protein"":27,""fat"":117,""fiber"":176,""carbs"":111},{""calories"":242,""protein"":314,""fat"":360,""fiber"":175,""carbs"":106}]"
816,807,blandit,"[{""calories"":60,""protein"":35,""fat"":304,""fiber"":281,""carbs"":218}]"
817,202,donec,"[{""calories"":317,""protein"":103,""fat"":192,""fiber"":79,""carbs"":270},{""calories"":214,""protein"":256,""fat"":9,""fiber"":71,""carbs"":336},{""calories"":246,""protein"":185,""fat"":100,""fiber"":65,""carbs"":6}]"
818,87,id,[]
819,275,tincidunt,"[{""calories"":164,""protein"":20,""fat"":242,""fiber"":328,""carbs"":49},{""calories"":31,""protein"":279,""fat"":280,""fiber"":158,""carbs"":304},{""calories"":394,""protein"":324,""fat"":135,""fiber"":278,""carbs"":99}]"
820,104,eros,"[{""calories"":223,""protein"":173,""fat"":387,""fiber"":198,""carbs"":188},{""calories"":189,""protein"":60,""fat"":51,""fiber"":42,""carbs"":28},{""calories"":374,""protein"":282,""fat"":364,""fiber"":118,""carbs"":245}]"
821,769,fringilla,"[{""calories"":125,""protein"":33,""fat"":79,""fiber"":20,""carbs"":85},{""calories"":243,""protein"":259,""fat"":222,""fiber"":357,""carbs"":128}]"
822,220,eget,"[{""calories"":300,""protein"":310,""fat"":300,""fiber"":292,""carbs"":173},{""calories"":243,""protein"":172,""fat"":226,""fiber"":224,""carbs"":224},{""calories"":211,""protein"":271,""fat"":209,""fiber"":137,""carbs"":373},{""calories"":330,""protein"":119,""fat"":6,""fiber"":68,""carbs"":80}]"
823,582,sit,"[{""calories"":369,""protein"":193,""fat"":264,""fiber"":282,""carbs"":185},{""calories"":339,""protein"":352,""fat"":225,""fiber"":156,""carbs"":364},{""calories"":185,""protein"":253,""fat"":182,""fiber"":233,""carbs"":101},{""calories"":158,""protein"":201,""fat"":133,""fiber"":30,""carbs"":197}]"
824,679,blandit,"[{""calories"":96,""protein"":187,""fat"":143,""fiber"":9,""carbs"":232}]"
825,980,massa,"[{""calories"":8,""protein"":224,""fat"":27,""fiber"":101,""carbs"":220}]"
826,136,aenean,"[{""calories"":368,""protein"":152,""fat"":18,""fiber"":354,""carbs"":251},{""calories"":71,""protein"":13,""fat"":307,""fiber"":131,""carbs"":202},{""calories"":235,""protein"":179,""fat"":109,""fiber"":54,""carbs"":227},{""calories"":381,""protein"":261,""fat"":216,""fiber"":204,""carbs"":231},{""calories"":74,""protein"":63,""fat"":223,""fiber"":367,""carbs"":135}]"
827,918,aliquet,"[{""calories"":237,""protein"":14,""fat"":37,""fiber"":212,""carbs"":76},{""calories"":181,""protein"":368,""fat"":19,""fiber"":322,""carbs"":77}]"
828,269,magnis,"[{""calories"":231,""protein"":232,""fat"":104,""fiber"":73,""carbs"":174},{""calories"":398,""protein"":279,""fat"":101,""fiber"":132,""carbs"":237},{""calories"":183,""protein"":260,""fat"":107,""fiber"":335,""carbs"":379},{""calories"":337,""protein"":261,""fat"":246,""fiber"":115,""carbs"":58}]"
829,529,posuere,"[{""calories"":116,""protein"":168,""fat"":40,""fiber"":125,""carbs"":231},{""calories"":370,""protein"":386,""fat"":191,""fiber"":289,""carbs"":333}]"
830,873,tempor,"[{""calories"":144,""protein"":306,""fat"":172,""fiber"":358,""carbs"":172},{""calories"":252,""protein"":347,""fat"":45,""fiber"":71,""carbs"":34},{""calories"":92,""protein"":36,""fat"":304,""fiber"":248,""carbs"":270},{""calories"":50,""protein"":97,""fat"":119,""fiber"":216,""carbs"":177}]"
831,230,cum,"[{""calories"":120,""protein"":346,""fat"":386,""fiber"":84,""carbs"":7},{""calories"":54,""protein"":113,""fat"":174,""fiber"":325,""carbs"":125},{""calories"":385,""protein"":80,""fat"":139,""fiber"":296,""carbs"":269},{""calories"":178,""protein"":145,""fat"":367,""fiber"":255,""carbs"":216}]"
832,915,condimentum,"[{""calories"":147,""protein"":55,""fat"":222,""fiber"":315,""carbs"":42},{""calories"":236,""protein"":171,""fat"":126,""fiber"":190,""carbs"":43},{""calories"":222,""protein"":42,""fat"":330,""fiber"":12,""carbs"":396}]"
833,409,nunc,"[{""calories"":267,""protein"":381,""fat"":385,""fiber"":152,""carbs"":362},{""calories"":394,""protein"":158,""fat"":177,""fiber"":337,""carbs"":27},{""calories"":370,""protein"":14,""fat"":373,""fiber"":332,""carbs"":126},{""calories"":179,""protein"":80,""fat"":62,""fiber"":74,""carbs"":219}]"
834,563,sit,"[{""calories"":207,""protein"":334,""fat"":377,""fiber"":321,""carbs"":341},{""calories"":45,""protein"":88,""fat"":317,""fiber"":210,""carbs"":248},{""calories"":374,""protein"":146,""fat"":279,""fiber"":400,""carbs"":8},{""calories"":186,""protein"":226,""fat"":369,""fiber"":200,""carbs"":175},{""calories"":84,""protein"":45,""fat"":298,""fiber"":48,""carbs"":222}]"
835,589,nibh,"[{""calories"":97,""protein"":115,""fat"":81,""fiber"":88,""carbs"":181},{""calories"":116,""protein"":102,""fat"":143,""fiber"":189,""carbs"":249},{""calories"":275,""protein"":347,""fat"":12,""fiber"":211,""carbs"":2},{""calories"":230,""protein"":48,""fat"":258,""fiber"":167,""carbs"":294}]"
836,555,lobortis,[]
837,992,massa,"[{""calories"":376,""protein"":376,""fat"":77,""fiber"":109,""carbs"":357},{""calories"":343,""protein"":227,""fat"":211,""fiber"":362,""carbs"":280}]"
838,688,et,"[{""calories"":251,""protein"":327,""fat"":301,""fiber"":150,""carbs"":389}]"
839,966,vivamus,"[{""calories"":3,""protein"":197,""fat"":341,""fiber"":377,""carbs"":278}]"
840,802,mauris,"[{""calories"":88,""protein"":326,""fat"":75,""fiber"":137,""carbs"":372},{""calories"":284,""protein"":160,""fat"":11,""fiber"":244,""carbs"":185},{""calories"":399,""protein"":102,""fat"":81,""fiber"":56,""carbs"":255},{""calories"":30,""protein"":48,""fat"":44,""fiber"":321,""carbs"":203}]"
841,617,diam,"[{""calories"":15,""protein"":127,""fat"":256,""fiber"":14,""carbs"":194},{""calories"":334,""protein"":186,""fat"":254,""fiber"":170,""carbs"":335}]"
842,764,in,"[{""calories"":358,""protein"":396,""fat"":390,""fiber"":278,""carbs"":33},{""calories"":8,""protein"":31,""fat"":298,""fiber"":379,""carbs"":36},{""calories"":31,""protein"":223,""fat"":53,""fiber"":348,""carbs"":148}]"
843,804,consectetuer,"[{""calories"":211,""protein"":145,""fat"":334,""fiber"":168,""carbs"":192},{""calories"":294,""protein"":90,""fat"":302,""fiber"":339,""carbs"":335},{""calories"":120,""protein"":275,""fat"":63,""fiber"":99,""carbs"":72},{""calories"":279,""protein"":218,""fat"":34,""fiber"":276,""carbs"":217}]"
844,623,nisi,"[{""calories"":260,""protein"":108,""fat"":208,""fiber"":372,""carbs"":143},{""calories"":179,""protein"":328,""fat"":203,""fiber"":306,""carbs"":85},{""calories"":227,""protein"":53,""fat"":67,""fiber"":91,""carbs"":251},{""calories"":16,""protein"":234,""fat"":223,""fiber"":173,""carbs"":334},{""calories"":315,""protein"":113,""fat"":111,""fiber"":77,""carbs"":265}]"
845,378,volutpat,[]
846,206,cras,"[{""calories"":347,""protein"":114,""fat"":231,""fiber"":5,""carbs"":88},{""calories"":266,""protein"":363,""fat"":203,""fiber"":356,""carbs"":83},{""calories"":45,""protein"":178,""fat"":90,""fiber"":104,""carbs"":171},{""calories"":213,""protein"":69,""fat"":278,""fiber"":340,""carbs"":227}]"
847,160,odio,"[{""calories"":293,""protein"":143,""fat"":108,""fiber"":75,""carbs"":4},{""calories"":113,""protein"":3,""fat"":110,""fiber"":56,""carbs"":25},{""calories"":191,""protein"":283,""fat"":212,""fiber"":343,""carbs"":365},{""calories"":226,""protein"":35,""fat"":225,""fiber"":107,""carbs"":235},{""calories"":229,""protein"":355,""fat"":182,""fiber"":222,""carbs"":240}]"
848,36,luctus,"[{""calories"":305,""protein"":154,""fat"":378,""fiber"":296,""carbs"":50},{""calories"":127,""protein"":12,""fat"":313,""fiber"":143,""carbs"":128},{""calories"":240,""protein"":355,""fat"":92,""fiber"":27,""carbs"":167},{""calories"":287,""protein"":177,""fat"":201,""fiber"":269,""carbs"":137}]"
849,164,condimentum,"[{""calories"":242,""protein"":145,""fat"":35,""fiber"":277,""carbs"":268},{""calories"":22,""protein"":121,""fat"":342,""fiber"":71,""carbs"":235}]"
850,209,sit,"[{""calories"":152,""protein"":243,""fat"":341,""fiber"":344,""carbs"":254},{""calories"":334,""protein"":53,""fat"":223,""fiber"":225,""carbs"":7},{""calories"":26,""protein"":90,""fat"":282,""fiber"":367,""carbs"":226}]"
851,833,nulla,[]
852,821,sed,[]
853,606,morbi,"[{""calories"":208,""protein"":196,""fat"":177,""fiber"":213,""carbs"":363},{""calories"":228,""protein"":60,""fat"":399,""fiber"":284,""carbs"":268}]"
854,984,nulla,"[{""calories"":231,""protein"":304,""fat"":153,""fiber"":125,""carbs"":49},{""calories"":289,""protein"":278,""fat"":350,""fiber"":8,""carbs"":18},{""calories"":50,""protein"":275,""fat"":305,""fiber"":141,""carbs"":271}]"
855,857,risus,"[{""calories"":90,""protein"":308,""fat"":149,""fiber"":331,""carbs"":258},{""calories"":44,""protein"":27,""fat"":297,""fiber"":125,""carbs"":239},{""calories"":54,""protein"":248,""fat"":266,""fiber"":280,""carbs"":246},{""calories"":307,""protein"":43,""fat"":326,""fiber"":259,""carbs"":211},{""calories"":74,""protein"":256,""fat"":78,""fiber"":108,""carbs"":347}]"
856,480,aliquam,"[{""calories"":12,""protein"":24,""fat"":240,""fiber"":174,""carbs"":72},{""calories"":344,""protein"":108,""fat"":185,""fiber"":323,""carbs"":319}]"
857,479,quis,"[{""calories"":214,""protein"":32,""fat"":261,""fiber"":87,""carbs"":164},{""calories"":270,""protein"":60,""fat"":322,""fiber"":203,""carbs"":238},{""calories"":223,""protein"":212,""fat"":175,""fiber"":293,""carbs"":334},{""calories"":391,""protein"":106,""fat"":294,""fiber"":95,""carbs"":182},{""calories"":100,""protein"":217,""fat"":179,""fiber"":60,""carbs"":27}]"
858,222,lacus,"[{""calories"":389,""protein"":295,""fat"":138,""fiber"":31,""carbs"":349}]"
859,698,nullam,[]
860,925,semper,[]
861,835,turpis,"[{""calories"":197,""protein"":271,""fat"":91,""fiber"":122,""carbs"":179},{""calories"":325,""protein"":253,""fat"":304,""fiber"":171,""carbs"":115},{""calories"":363,""protein"":234,""fat"":240,""fiber"":275,""carbs"":120},{""calories"":330,""protein"":369,""fat"":195,""fiber"":97,""carbs"":39}]"
862,905,ut,[]
863,404,nulla,[]
864,32,vestibulum,"[{""calories"":26,""protein"":11,""fat"":290,""fiber"":382,""carbs"":400},{""calories"":285,""protein"":245,""fat"":365,""fiber"":264,""carbs"":44}]"
865,824,tempor,"[{""calories"":20,""protein"":67,""fat"":22,""fiber"":184,""carbs"":142},{""calories"":134,""protein"":356,""fat"":32,""fiber"":137,""carbs"":23},{""calories"":161,""protein"":14,""fat"":132,""fiber"":15,""carbs"":214}]"
866,452,in,[]
867,85,lorem,[]
868,623,justo,"[{""calories"":76,""protein"":50,""fat"":152,""fiber"":38,""carbs"":217},{""calories"":255,""protein"":127,""fat"":149,""fiber"":156,""carbs"":87},{""calories"":261,""protein"":337,""fat"":346,""fiber"":352,""carbs"":168},{""calories"":257,""protein"":300,""fat"":43,""fiber"":222,""carbs"":66},{""calories"":195,""protein"":236,""fat"":377,""fiber"":304,""carbs"":332}]"
869,634,pellentesque,[]
870,10,ridiculus,[]
871,222,ante,[]
872,151,sit,"[{""calories"":109,""protein"":183,""fat"":107,""fiber"":295,""carbs"":94},{""calories"":112,""protein"":71,""fat"":170,""fiber"":218,""carbs"":125},{""calories"":57,""protein"":24,""fat"":228,""fiber"":213,""carbs"":326},{""calories"":204,""protein"":223,""fat"":119,""fiber"":22,""carbs"":23}]"
873,276,ipsum,"[{""calories"":157,""protein"":362,""fat"":267,""fiber"":296,""carbs"":33},{""calories"":334,""protein"":141,""fat"":243,""fiber"":203,""carbs"":113},{""calories"":193,""protein"":51,""fat"":234,""fiber"":56,""carbs"":53},{""calories"":235,""protein"":145,""fat"":49,""fiber"":54,""carbs"":48}]"
874,138,at,[]
875,249,convallis,[]
876,884,arcu,"[{""calories"":157,""protein"":228,""fat"":48,""fiber"":75,""carbs"":140},{""calories"":255,""protein"":95,""fat"":59,""fiber"":378,""carbs"":277},{""calories"":316,""protein"":361,""fat"":319,""fiber"":298,""carbs"":232}]"
877,855,quis,"[{""calories"":226,""protein"":339,""fat"":330,""fiber"":88,""carbs"":376},{""calories"":367,""protein"":227,""fat"":243,""fiber"":297,""carbs"":238},{""calories"":71,""protein"":41,""fat"":381,""fiber"":137,""carbs"":284},{""calories"":152,""protein"":87,""fat"":135,""fiber"":68,""carbs"":352}]"
878,676,montes,"[{""calories"":157,""protein"":262,""fat"":110,""fiber"":210,""carbs"":382},{""calories"":319,""protein"":91,""fat"":257,""fiber"":146,""carbs"":262},{""calories"":10,""protein"":192,""fat"":205,""fiber"":120,""carbs"":16},{""calories"":184,""protein"":182,""fat"":270,""fiber"":161,""carbs"":257},{""calories"":36,""protein"":314,""fat"":72,""fiber"":71,""carbs"":359}]"
879,358,lectus,"[{""calories"":185,""protein"":374,""fat"":311,""fiber"":27,""carbs"":38},{""calories"":196,""protein"":163,""fat"":15,""fiber"":304,""carbs"":136},{""calories"":40,""protein"":218,""fat"":383,""fiber"":147,""carbs"":181}]"
880,296,ut,"[{""calories"":121,""protein"":200,""fat"":155,""fiber"":352,""carbs"":324},{""calories"":354,""protein"":394,""fat"":207,""fiber"":125,""carbs"":284}]"
881,690,mauris,"[{""calories"":255,""protein"":72,""fat"":259,""fiber"":280,""carbs"":383},{""calories"":94,""protein"":341,""fat"":54,""fiber"":231,""carbs"":40}]"
882,94,vulputate,"[{""calories"":89,""protein"":399,""fat"":265,""fiber"":78,""carbs"":16},{""calories"":163,""protein"":399,""fat"":281,""fiber"":387,""carbs"":137},{""calories"":186,""protein"":17,""fat"":215,""fiber"":121,""carbs"":301},{""calories"":206,""protein"":128,""fat"":386,""fiber"":153,""carbs"":32}]"
883,57,id,[]
884,585,gravida,[]
885,288,sit,"[{""calories"":356,""protein"":104,""fat"":212,""fiber"":370,""carbs"":388}]"
886,75,pretium,"[{""calories"":319,""protein"":146,""fat"":135,""fiber"":127,""carbs"":71},{""calories"":232,""protein"":213,""fat"":224,""fiber"":135,""carbs"":84},{""calories"":175,""protein"":208,""fat"":242,""fiber"":88,""carbs"":37},{""calories"":237,""protein"":318,""fat"":245,""fiber"":77,""carbs"":216}]"
887,78,luctus,"[{""calories"":111,""protein"":5,""fat"":305,""fiber"":246,""carbs"":14},{""calories"":110,""protein"":13,""fat"":171,""fiber"":345,""carbs"":218},{""calories"":43,""protein"":311,""fat"":137,""fiber"":70,""carbs"":238},{""calories"":326,""protein"":363,""fat"":84,""fiber"":369,""carbs"":334},{""calories"":30,""protein"":344,""fat"":279,""fiber"":297,""carbs"":165}]"
888,320,sem,"[{""calories"":73,""protein"":187,""fat"":399,""fiber"":115,""carbs"":98}]"
889,728,luctus,"[{""calories"":8,""protein"":114,""fat"":289,""fiber"":397,""carbs"":325},{""calories"":388,""protein"":7,""fat"":135,""fiber"":214,""carbs"":396}]"
890,409,imperdiet,"[{""calories"":42,""protein"":44,""fat"":321,""fiber"":7,""carbs"":194},{""calories"":319,""protein"":172,""fat"":4,""fiber"":143,""carbs"":36},{""calories"":304,""protein"":61,""fat"":142,""fiber"":37,""carbs"":26},{""calories"":281,""protein"":50,""fat"":381,""fiber"":317,""carbs"":104},{""calories"":382,""protein"":326,""fat"":303,""fiber"":107,""carbs"":347}]"
891,857,duis,"[{""calories"":217,""protein"":272,""fat"":81,""fiber"":184,""carbs"":144}]"
